1000000,20,123449,0.000000,1
4000000,20,507783,0.000000,1
9000000,20,1206162,0.000000,1
16000000,20,2120376,0.000000,1
25000000,20,3282111,0.000000,1
36000000,20,4736761,0.000000,1
